,title,code,type,lastupdateofdata,lasttablestructurechange,datastart,dataend
7068,Distributionofhouseholdsbyhouseholdtypeandincomelevel,ILC_LVPH04,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7069,Low-wageearnersasaproportionofallemployees(excludingapprentices)byage,EARN_SES_PUB1A$DV_1878,dataset,2021-08-04T23:00:00+0200,2024-01-03T23:00:00+0100,,
7070,Part-timeemploymentandtemporarycontracts-annualdata,LFSI_PT_A,dataset,2024-11-12T23:00:00+0100,2024-03-14T23:00:00+0100,2003,2023
7071,Distributionofhouseholdsbyhouseholdtypeandincomelevel,ILC_LVPH04$DV_2602,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,,
7072,Cropproductioninnationalhumidity,APRO_CPNH1,dataset,2024-11-08T23:00:00+0100,2024-01-08T23:00:00+0100,2000,2024
7073,Low-wageearnersasaproportionofallemployees(excludingapprentices)byage,EARN_SES_PUB1A$DV_352,dataset,2021-08-04T23:00:00+0200,2024-01-03T23:00:00+0100,,
7074,Part-timeemploymentandtemporarycontracts-annualdata,LFSI_PT_A$DV_921,dataset,2024-11-12T23:00:00+0100,2024-03-14T23:00:00+0100,,
7075,Distributionofhouseholdswithchildrenbynumberofchildren,ILC_LVPH05,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7076,Cropproduction-historicaldata(1955-1999),APRO_CPNH1_H,dataset,2023-08-01T23:00:00+0200,2023-12-21T23:00:00+0100,1950,1999
7077,Part-timeemploymentandtemporarycontracts(1993-2020)-annualdata,LFSI_PT_A_H,dataset,2024-11-12T23:00:00+0100,2024-01-03T23:00:00+0100,1993,2020
7078,Low-wageearnersasaproportionofallemployees(excludingapprentices)byeducationalattainmentlevel,EARN_SES_PUB1I,dataset,2021-10-14T23:00:00+0200,2024-01-03T23:00:00+0100,2006,2018
7079,Distributionofpopulationbysexandage,ILC_LVPS01,dataset,2024-10-01T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7080,Low-wageearnersasaproportionofallemployees(excludingapprentices)byeducationalattainmentlevel,EARN_SES_PUB1I$DV_353,dataset,2021-10-14T23:00:00+0200,2024-01-03T23:00:00+0100,,
7081,Distributionofpopulationbyhouseholdtypeandincomegroup,ILC_LVPS02,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7082,Low-wageearnersasaproportionofallemployees(excludingapprentices)byeconomicactivity,EARN_SES_PUB1N,dataset,2021-08-04T23:00:00+0200,2024-01-03T23:00:00+0100,2010,2018
7083,Distributionofpopulationbyworkintensityofthehousehold(populationaged0to64years),ILC_LVPS03,dataset,2024-10-04T23:00:00+0200,2024-07-12T23:00:00+0200,2014,2023
7084,Low-wageearnersasaproportionofallemployees(excludingapprentices)bysex,EARN_SES_PUB1S,dataset,2021-08-04T23:00:00+0200,2024-01-03T23:00:00+0100,2006,2018
7085,Distributionofpopulationaged18andoverbyeducationalattainmentlevelandagegroup,ILC_LVPS04,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7086,Part-timeemploymentandtemporarycontracts-quarterlydata,LFSI_PT_Q,dataset,2024-11-12T23:00:00+0100,2024-09-12T23:00:00+0200,2003-Q1,2024-Q2
7087,Low-wageearnersasaproportionofallemployees(excludingapprentices)bysex,EARN_SES_PUB1S$DV_1877,dataset,2021-08-04T23:00:00+0200,2024-01-03T23:00:00+0100,,
7088,Personslivingwiththeirparentsorcontributing/benefitingfromthehouseholdincome(populationaged18to34years),ILC_LVPS08,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7089,Part-timeemploymentandtemporarycontracts(1992-2020)-quarterlydata,LFSI_PT_Q_H,dataset,2024-11-12T23:00:00+0100,2024-01-03T23:00:00+0100,1992-Q2,2020-Q4
7090,Personslivingwiththeirparentsorcontributing/benefitingfromthehouseholdincome(populationaged18to34years),ILC_LVPS08$DV_1041,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,,
7091,Low-wageearnersasaproportionofallemployees(excludingapprentices)bysex,EARN_SES_PUB1S$DV_354,dataset,2021-08-04T23:00:00+0200,2024-01-03T23:00:00+0100,,
7092,"Realisedsamplesize-monthlydata,experimentalstatistics",LFSI_SIZ_M,dataset,2023-03-16T23:00:00+0100,2023-03-16T23:00:00+0100,2011-01,2022-12
7093,Shareofyoungadultsaged18-34livingwiththeirparentsbyself-definedcurrenteconomicstatus,ILC_LVPS09,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7094,Low-wageearnersasaproportionofallemployees(excludingapprentices)byemploymentcontract,EARN_SES_PUB1T,dataset,2021-08-04T23:00:00+0200,2021-08-04T23:00:00+0200,2006,2018
7095,CropproductioninnationalhumiditybyNUTS2region,APRO_CPNHR,dataset,2024-11-08T23:00:00+0100,2024-07-01T23:00:00+0200,2000,2024
7096,Shareofyoungadultsaged18-34livingwiththeirparentsbytypeofcontract,ILC_LVPS10,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7097,"Medianhourlyearnings,allemployees(excludingapprentices)byage",EARN_SES_PUB2A,dataset,2021-08-04T23:00:00+0200,2023-12-21T23:00:00+0100,2006,2018
7098,Labourmarketslackbysexandage-annualdata,LFSI_SLA_A,dataset,2024-11-12T23:00:00+0100,2024-03-14T23:00:00+0100,2003,2023
7099,CropproductionbyNUTS2region-historicaldata(1975-1999),APRO_CPNHR_H,dataset,2023-08-01T23:00:00+0200,2024-01-10T11:00:00+0100,1975,1999
7100,Distributionofpopulationbygroupofcitizenshipandtenurestatus(populationaged18andover),ILC_LVPS15,dataset,2024-10-04T23:00:00+0200,2024-02-06T23:00:00+0100,2003,2023
7101,CropproductioninEUstandardhumidity,APRO_CPSH1,dataset,2024-11-08T23:00:00+0100,2024-12-03T23:00:00+0100,2000,2024
7102,Distributionofpopulationbygroupofcountryofbirthandtenurestatus(populationaged18andover),ILC_LVPS16,dataset,2024-10-04T23:00:00+0200,2024-02-06T23:00:00+0100,2003,2023
7103,Labourmarketslackbysexandage(1992-2020)-annualdata,LFSI_SLA_A_H,dataset,2024-11-12T23:00:00+0100,2023-02-15T23:00:00+0100,1992,2020
7104,Shareofchildren(agedlessthan18)livingwiththeirparentsbytypeofhousehold,ILC_LVPS20,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7105,CropproductioninEUstandardhumiditybyNUTS2region,APRO_CPSHR,dataset,2024-11-08T23:00:00+0100,2024-07-01T23:00:00+0200,2000,2024
7106,Labourmarketslackbysexandage-quarterlydata,LFSI_SLA_Q,dataset,2024-11-12T23:00:00+0100,2024-09-12T23:00:00+0200,2003-Q1,2024-Q2
7107,Distributionofchildren(agedlessthan18)byeducationalattainmentleveloftheirparentsandincomegroup,ILC_LVPS25,dataset,2024-10-04T23:00:00+0200,2024-11-14T11:00:00+0100,2003,2023
7108,Productionofeggsforconsumptionandnumberoflayinghens,APRO_EC_EGGHEN,dataset,2024-12-03T23:00:00+0100,2024-12-03T23:00:00+0100,2013,2023
7109,"Medianhourlyearnings,allemployees(excludingapprentices)byage",EARN_SES_PUB2A$DV_1880,dataset,2021-08-04T23:00:00+0200,2023-12-21T23:00:00+0100,,
7110,Layinghenspopulation-annualdata,APRO_EC_LSHEN,dataset,2013-03-01T23:00:00+0100,2024-07-02T23:00:00+0200,1960,2012
7111,Distributionofpopulationaged65andoverbytypeofhousehold,ILC_LVPS30,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7112,"Medianhourlyearnings,allemployees(excludingapprentices)byeducationalattainmentlevel",EARN_SES_PUB2I,dataset,2021-10-14T23:00:00+0200,2023-12-21T23:00:00+0100,2006,2018
7113,Poultry-annualdata,APRO_EC_POULA,dataset,2024-08-16T23:00:00+0200,2024-07-02T23:00:00+0200,1967,2024
7114,"Materialdeprivationforthe'Economicstrain'dimension,bynumberofitemofdeprivation",ILC_MDDD01,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7115,"Medianhourlyearnings,allemployees(excludingapprentices)byeconomicactivity",EARN_SES_PUB2N,dataset,2021-08-04T23:00:00+0200,2023-12-21T23:00:00+0100,2010,2018
7116,Poultry-monthlydata,APRO_EC_POULM,dataset,2024-11-27T23:00:00+0100,2024-11-20T23:00:00+0100,1967-01,2024-10
7117,"Materialdeprivationforthe'Durables'dimension,bynumberofitemofdeprivation",ILC_MDDD02,dataset,2024-08-30T23:00:00+0200,2024-05-28T23:00:00+0200,2003,2020
7118,"Medianhourlyearnings,allemployees(excludingapprentices)bysex",EARN_SES_PUB2S,dataset,2021-08-04T23:00:00+0200,2023-12-21T23:00:00+0100,2006,2018
7119,"Hatcheries-hens,annualdata",APRO_EC_STRHEN,dataset,2024-08-08T23:00:00+0200,2024-08-08T23:00:00+0200,1973,2023
7120,"Materialdeprivationforthe'Economicstrain'and'Durables'dimensions,bynumberofitemofdeprivation",ILC_MDDD03,dataset,2024-08-30T23:00:00+0200,2024-05-28T23:00:00+0200,2003,2020
7121,Hatcheries-poultryotherthanhens-annualdata,APRO_EC_STRPOUL,dataset,2024-08-08T23:00:00+0200,2024-08-08T23:00:00+0200,1973,2023
7122,"Materialdeprivationforthe'Housing'dimension,byhouseholdtype,povertystatusandbynumberofitemsofdeprivation",ILC_MDDD04A,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7123,Cows'milkcollectionandproductsobtained-annualdata,APRO_MK_COLA,dataset,2024-09-16T23:00:00+0200,2024-07-02T23:00:00+0200,1968,2023
7124,"Materialdeprivationforthe'Housing'dimension,byage,sexandbynumberofitemofdeprivation",ILC_MDDD04B,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7125,Cows'milkcollectionandproductsobtained-monthlydata,APRO_MK_COLM,dataset,2024-11-27T23:00:00+0100,2024-11-20T23:00:00+0100,1968-01,2024-10
7126,"Materialdeprivationforthe'Housing'dimension,byage,sexandbynumberofitemofdeprivation",ILC_MDDD04B$DV_2721,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,,
7127,"Materialdeprivationforthe'Environment'dimension,bynumberofitemofdeprivation",ILC_MDDD05,dataset,2024-10-01T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7128,Productionandutilizationofmilkonthefarm-annualdata,APRO_MK_FARM,dataset,2024-10-17T23:00:00+0200,2024-08-26T23:00:00+0200,1960,2023
7129,Severematerialdeprivationratebyageandsex,ILC_MDDD11,dataset,2024-08-30T23:00:00+0200,2024-01-03T23:00:00+0100,2003,2020
7130,Fatcontentsandproteincontents(cow'smilk)-annualdata,APRO_MK_FATPROT,dataset,2024-10-21T23:00:00+0200,2024-07-02T23:00:00+0200,1960,2023
7131,Severematerialdeprivationratebyageandsex,ILC_MDDD11$DV_655,dataset,2024-08-30T23:00:00+0200,2024-01-03T23:00:00+0100,,
7132,Milkcollection(allmilks)anddairyproductsobtained-annualdata,APRO_MK_POBTA,dataset,2024-10-21T23:00:00+0200,2024-07-02T23:00:00+0200,1960,2023
7133,Severematerialdeprivationratebymostfrequentactivitystatus(populationaged18andover),ILC_MDDD12,dataset,2024-06-03T23:00:00+0200,2023-12-21T23:00:00+0100,2003,2020
7134,Butter-distributionofenterprisesbyvolumeofannualproduction,APRO_MK_STRBT,dataset,2023-01-10T23:00:00+0100,2023-01-10T23:00:00+0100,1994,2021
7135,Severematerialdeprivationratebyincomequintileandhouseholdtype,ILC_MDDD13,dataset,2024-07-12T23:00:00+0200,2024-01-03T23:00:00+0100,2003,2020
7136,Milkcollection-distributionofcollectioncentresbyvolumeofannualcollection,APRO_MK_STRCC,dataset,2023-09-18T11:00:00+0200,2023-09-18T11:00:00+0200,1994,2021
7137,Severematerialdeprivationratebyeducationalattainmentlevel(populationaged18andover),ILC_MDDD14,dataset,2024-06-03T23:00:00+0200,2023-12-21T23:00:00+0100,2003,2020
7138,Cheese-distributionofenterprisesbyvolumeofannualproduction,APRO_MK_STRCH,dataset,2023-01-10T23:00:00+0100,2023-01-10T23:00:00+0100,1994,2021
7139,Severematerialdeprivationratebygroupofcitizenship(populationaged18andover),ILC_MDDD15,dataset,2024-06-03T23:00:00+0200,2023-12-21T23:00:00+0100,2003,2020
7140,Drinkingmilk-distributionofenterprisesbyvolumeofannualproduction,APRO_MK_STRDM,dataset,2023-01-10T23:00:00+0100,2023-01-10T23:00:00+0100,1994,2021
7141,Severematerialdeprivationratebygroupofcountryofbirth(populationaged18andover),ILC_MDDD16,dataset,2024-06-03T23:00:00+0200,2023-12-21T23:00:00+0100,2003,2020
7142,Freshproducts-distributionofenterprisesbyvolumeofannualproduction,APRO_MK_STRFP,dataset,2023-01-10T23:00:00+0100,2023-01-10T23:00:00+0100,1994,2021
7143,Severematerialdeprivationratebytenurestatus,ILC_MDDD17,dataset,2024-06-03T23:00:00+0200,2024-01-03T23:00:00+0100,2003,2020
7144,Milkcollection-distributionofenterprisesbyvolumeofannualcollection,APRO_MK_STRMK,dataset,2023-09-18T11:00:00+0200,2023-09-18T11:00:00+0200,1994,2021
7145,Milktreated-distributionofenterprisesbyvolumeofannualproduction,APRO_MK_STRMT,dataset,2023-03-02T23:00:00+0100,2023-03-02T23:00:00+0100,1994,2021
7146,SeverematerialdeprivationratebyNUTSregion,ILC_MDDD21,dataset,2024-06-03T23:00:00+0200,2024-01-10T11:00:00+0100,2003,2020
7147,Powdereddairyproducts-distributionofenterprisesbyvolumeofannualproduction,APRO_MK_STRPD,dataset,2023-01-10T23:00:00+0100,2023-01-10T23:00:00+0100,1994,2021
7148,Severematerialdeprivationratebydegreeofurbanisation,ILC_MDDD23,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7149,Bovinepopulation-annualdata,APRO_MT_LSCATL,dataset,2024-11-05T23:00:00+0100,2024-08-08T11:00:00+0200,1959,2024
7150,Severematerialdeprivationrateforchildrenbyeducationalattainmentleveloftheirparents(populationaged0to17years),ILC_MDDD60,dataset,2024-06-12T23:00:00+0200,2024-11-14T11:00:00+0100,2003,2020
7151,Equidae-annualdata,APRO_MT_LSEQUI,dataset,2009-03-27T11:00:00+0100,2024-07-02T23:00:00+0200,1960,1997
7152,Goatspopulation-annualdata,APRO_MT_LSGOAT,dataset,2024-11-05T23:00:00+0100,2024-07-02T23:00:00+0200,1960,2023
7153,Personswhocannotaffordatelephone,ILC_MDDU01,dataset,2024-06-03T23:00:00+0200,2024-01-03T23:00:00+0100,2003,2021
7154,Pigpopulation-annualdata,APRO_MT_LSPIG,dataset,2024-11-05T23:00:00+0100,2024-08-08T11:00:00+0200,1969,2024
7155,PersonswhocannotaffordacolourTV,ILC_MDDU02,dataset,2024-06-03T23:00:00+0200,2024-01-03T23:00:00+0100,2003,2021
7156,Sheeppopulation-annualdata,APRO_MT_LSSHEEP,dataset,2024-11-05T23:00:00+0100,2024-07-02T23:00:00+0200,1960,2023
7157,Personswhocannotaffordacomputer,ILC_MDDU03,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7158,Slaughteringinslaughterhouses-annualdata,APRO_MT_PANN,dataset,2024-09-18T23:00:00+0200,2024-07-02T23:00:00+0200,1950,2023
7159,Personswhocannotaffordawashingmachine,ILC_MDDU04,dataset,2024-06-03T23:00:00+0200,2024-01-03T23:00:00+0100,2003,2021
7160,"Productionforecastsforbovines,sheepandgoats–thousandheads–bi-annualdata",APRO_MT_PCATLHS,dataset,2024-10-11T23:00:00+0200,2024-07-02T23:00:00+0200,1993-S1,2025-S2
7161,Personswhocannotaffordapersonalcar,ILC_MDDU05,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7162,Meatproductionandforeigntrade-head-monthlydata,APRO_MT_PHEADM,dataset,2024-11-27T23:00:00+0100,2024-11-22T23:00:00+0100,1950-01,2024-10
7163,"Personswhocannotaffordtoreplaceworn-outclothesbysomenew(notsecond-hand)onesbyage,sexandincomegroup",ILC_MDDU06A,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2014,2023
7164,Productionforecastsforpigs–thousandheads–quarterlydata,APRO_MT_PPIGHQ,dataset,2024-10-11T23:00:00+0200,2024-07-02T23:00:00+0200,1995-Q1,2025-Q2
7165,Personswhocannotaffordtoreplaceworn-outclothesbysomenew(notsecond-hand)onesbyemploymentstatusandincomequintile,ILC_MDDU06B,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2014,2023
7166,"Estimatesofslaughtering,otherthaninslaughterhouses-monthlydata",APRO_MT_PSLOTHM,dataset,2024-11-27T23:00:00+0100,2024-11-20T23:00:00+0100,2009-09,2024-09
7167,"Personswhocannotaffordinternetconnectionforpersonaluseathomebyage,sexandincomegroup",ILC_MDDU07A,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2014,2023
7168,Personswhocannotaffordinternetconnectionforpersonaluseathomebyemploymentstatusandincomequintile,ILC_MDDU07B,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2014,2023
7169,Slaughteringinslaughterhouses-monthlydata,APRO_MT_PWGTM,dataset,2024-11-27T23:00:00+0100,2024-11-22T23:00:00+0100,1950-01,2024-10
7170,"Estimatesofslaughtering,otherthaninslaughterhouses-annualdata",APRO_MT_SLOTH,dataset,2024-09-18T23:00:00+0200,2024-07-19T23:00:00+0200,2009,2023
7171,Noisefromneighboursorfromthestreet,ILC_MDDW01,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7172,"Cattles:total,dairycowandothercows",APRO_MT_STRCATL,dataset,2013-05-21T23:00:00+0200,2023-12-21T23:00:00+0100,1973,2007
7173,"Pollution,grimeorotherenvironmentalproblems",ILC_MDDW02,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7174,Goats,APRO_MT_STRGOAT,dataset,2013-05-21T23:00:00+0200,2023-12-21T23:00:00+0100,1993,2007
7175,"Crime,violenceorvandalisminthearea",ILC_MDDW03,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7176,"Pigs:total,fatteningpigsandsows",APRO_MT_STRPIG,dataset,2013-05-21T23:00:00+0200,2023-12-21T23:00:00+0100,1973,2007
7177,Noisefromneighboursorfromthestreetbydegreeofurbanisation,ILC_MDDW04,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7178,Sheep,APRO_MT_STRSHE,dataset,2013-05-21T23:00:00+0200,2023-12-21T23:00:00+0100,1993,2007
7179,"Pollution,grimeorotherenvironmentalproblemsbydegreeofurbanisation",ILC_MDDW05,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7180,Personsemployedinmainairportsbysex,AVIA_EC_EMP_ARP,dataset,2023-12-21T23:00:00+0100,2023-12-21T23:00:00+0100,2003,2021
7181,"Crime,violenceorvandalismintheareabydegreeofurbanisation",ILC_MDDW06,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7182,Personsemployedinaviationandairportenterprisesbysex,AVIA_EC_EMP_ENT,dataset,2016-04-20T23:00:00+0200,2022-01-12T23:00:00+0100,2001,2013
7183,"Shareofhousingcostsindisposablehouseholdincome,bytypeofhouseholdandincomegroup",ILC_MDED01,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7184,Aviationandairportenterprises,AVIA_EC_ENTERP,dataset,2016-04-20T23:00:00+0200,2022-01-12T23:00:00+0100,2001,2013
7185,Commercialaircraftfleetbyageofaircraftandcountryofoperator,AVIA_EQ_ARC_AGE,dataset,2024-11-15T23:00:00+0100,2024-10-21T23:00:00+0200,2000,2023
7186,"Shareofrentrelatedtooccupieddwellingindisposablehouseholdincome,bytypeofhouseholdandincomegroup",ILC_MDED02,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7187,Commercialaircraftfleetbyageofaircraftandcountryofregistration,AVIA_EQ_ARC_AGEREG,dataset,2024-11-15T23:00:00+0100,2024-10-21T23:00:00+0200,2000,2023
7188,Totalhousingcostsinpps,ILC_MDED03,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7189,Financialburdenofthetotalhousingcost,ILC_MDED04,dataset,2024-10-04T23:00:00+0200,2024-06-12T11:00:00+0200,2003,2023
7190,Commercialaircraftfleetbyaircraftcategoryandcountryofoperator,AVIA_EQ_ARC_TYP,dataset,2024-11-15T23:00:00+0100,2024-10-21T23:00:00+0200,2000,2023
7191,Commercialaircraftfleetbyaircraftcategoryandcountryofregistration,AVIA_EQ_ARC_TYPREG,dataset,2024-11-15T23:00:00+0100,2024-10-21T23:00:00+0200,2000,2023
7192,Financialburdenoftherepaymentofdebtsfromhirepurchasesorloans,ILC_MDED05,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7193,Internationalextra-EUfreightandmailairtransportbetweenmainairportsandpartnerworldregionandcountries,AVIA_GOEXAC,dataset,2024-11-22T11:00:00+0100,2024-11-22T11:00:00+0100,1993,2024-Q3
7194,Inabilitytokeephomeadequatelywarm,ILC_MDES01,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7195,Internationalextra-EUfreightandmailairtransportbyreportingcountryandpartnerworldregionandcountries,AVIA_GOEXCC,dataset,2024-11-12T23:00:00+0100,2024-10-21T11:00:00+0200,1993,2024-Q3
7196,InabilitytokeephomeadequatelywarmbyNUTSregion,ILC_MDES01_R,dataset,2024-11-07T23:00:00+0100,2024-11-07T23:00:00+0100,2021,2023
7197,Internationalintra-EUfreightandmailairtransportbetweenmainairportsandEUpartnercountries,AVIA_GOINAC,dataset,2024-11-12T23:00:00+0100,2024-10-21T11:00:00+0200,1993,2024-Q3
7198,Inabilitytoaffordpayingforoneweekannualholidayawayfromhome,ILC_MDES02,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7199,Internationalintra-EUfreightandmailairtransportbyreportingcountryandEUpartnercountry,AVIA_GOINCC,dataset,2024-11-12T23:00:00+0100,2024-10-21T11:00:00+0200,1993,2024-Q3
7200,"Inabilitytoaffordamealwithmeat,chicken,fish(orvegetarianequivalent)everysecondday",ILC_MDES03,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7201,Nationalfreightandmailairtransportbymainairports,AVIA_GONA,dataset,2024-11-12T23:00:00+0100,2024-10-21T11:00:00+0200,1993,2024-Q3
7202,"Inabilitytoaffordamealwithmeat,chicken,fish(orvegetarianequivalent)everysecondday",ILC_MDES03$DV_2702,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,,
7203,Nationalfreightandmailairtransportbyreportingcountry,AVIA_GONC,dataset,2024-11-12T23:00:00+0100,2024-11-12T23:00:00+0100,1993,2024-Q3
7204,"Inabilitytoaffordamealwithmeat,chicken,fish(orvegetarianequivalent)everyseconddaybyNUTSregion",ILC_MDES03_R,dataset,2024-11-07T23:00:00+0100,2024-11-07T23:00:00+0100,2021,2023
7205,Inabilitytofaceunexpectedfinancialexpenses,ILC_MDES04,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7206,"Freightandmailairtransportbytypeofschedule,transportcoverageandmainairports",AVIA_GOOA,dataset,2024-11-22T11:00:00+0100,2024-11-22T11:00:00+0100,1993,2024-Q3
7207,InabilitytofaceunexpectedfinancialexpensesbyNUTSregion,ILC_MDES04_R,dataset,2024-11-07T23:00:00+0100,2024-11-07T23:00:00+0100,2021,2023
7208,Freightandmailairtransportbetweenmainairportsandpartnerreportingcountries,AVIA_GOOAC,dataset,2024-11-22T11:00:00+0100,2024-10-21T11:00:00+0200,1993,2024-Q3
7209,"Arrears(mortgageorrent,utilitybillsorhirepurchase)from2003onwards",ILC_MDES05,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7210,"Arrears(mortgageorrent,utilitybillsorhirepurchase)until2001",ILC_MDES05H,dataset,2009-06-09T23:00:00+0200,2024-01-03T23:00:00+0100,1994,2001
7211,"Freightandmailairtransportbytypeofschedule,transportcoverageandcountry",AVIA_GOOC,dataset,2024-11-22T11:00:00+0100,2024-10-21T11:00:00+0200,1993,2024-Q3
7212,"Arrears(mortgageorrent,utilitybillsorhirepurchase)byNUTSregion",ILC_MDES05_R,dataset,2024-11-07T23:00:00+0100,2024-11-07T23:00:00+0100,2021,2023
7213,Freightandmailairtransportbetweenreportingcountries,AVIA_GOOCC,dataset,2024-11-22T11:00:00+0100,2024-10-21T11:00:00+0200,1993,2024-Q3
7214,Arrearsonmortgageorrentpayments,ILC_MDES06,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7215,"Freightandmailairtransportbyaircraftmodel,distancebandsandtransportcoverage",AVIA_GOODIS,dataset,2023-12-06T23:00:00+0100,2023-12-06T23:00:00+0100,2008,2022
7216,Arrearsonutilitybills,ILC_MDES07,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7217,FreightandmailairtransportroutesbetweenpartnerairportsandmainairportsinAustria,AVIA_GOR_AT,dataset,2024-10-10T23:00:00+0200,2024-10-10T23:00:00+0200,2000,2024-Q2
7218,Arrearsonhirepurchaseinstalmentsorotherloanpayments,ILC_MDES08,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7219,FreightandmailairtransportroutesbetweenpartnerairportsandmainairportsinBosniaandHerzegovina,AVIA_GOR_BA,dataset,2024-09-11T23:00:00+0200,2024-09-11T23:00:00+0200,2021,2022-Q4
7220,Inabilitytomakeendsmeet,ILC_MDES09,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2003,2023
7221,FreightandmailairtransportroutesbetweenpartnerairportsandmainairportsinBelgium,AVIA_GOR_BE,dataset,2024-10-10T23:00:00+0200,2024-10-10T23:00:00+0200,1993,2024-Q1
7222,"Personswhocannotaffordtoget-togetherwithfriendsorfamily(relatives)foradrinkormealatleastonceamonthbyage,sexandincomegroup",ILC_MDES10A,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2014,2023
7223,FreightandmailairtransportroutesbetweenpartnerairportsandmainairportsinBulgaria,AVIA_GOR_BG,dataset,2024-09-23T11:00:00+0200,2024-09-23T11:00:00+0200,2007,2024-Q2
7224,Personswhocannotaffordtoget-togetherwithfriendsorfamily(relatives)foradrinkormealatleastonceamonthbyemploymentstatusandincomequintile,ILC_MDES10B,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2014,2023
7225,FreightandmailairtransportroutesbetweenpartnerairportsandmainairportsinSwitzerland,AVIA_GOR_CH,dataset,2024-10-21T11:00:00+0200,2024-10-21T11:00:00+0200,1993,2024-Q2
7226,"Personswhocannotaffordtoregularlyparticipateinaleisureactivitybyage,sexandincomegroup",ILC_MDES11A,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2014,2023
7227,FreightandmailairtransportroutesbetweenpartnerairportsandmainairportsinCyprus,AVIA_GOR_CY,dataset,2024-10-21T11:00:00+0200,2024-10-21T11:00:00+0200,2001,2024-Q3
7228,Personswhocannotaffordtoregularlyparticipateinaleisureactivitybyemploymentstatusandincomequintile,ILC_MDES11B,dataset,2024-10-04T23:00:00+0200,2024-02-02T23:00:00+0100,2014,2023
7229,FreightandmailairtransportroutesbetweenpartnerairportsandmainairportsinCzechia,AVIA_GOR_CZ,dataset,2024-10-21T11:00:00+0200,2024-10-21T11:00:00+0200,2002,2024-Q2
